PLAYER,TEAM,AGE,POS,HANDED,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,CLAUSE,EXPIRY,CAP HIT,SALARY
770. Calle Clang,ANA,21,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$878,333","$867,500"
771. Nikita Chibrikov,WPG,20,RW,Left,1,1,0,1,1.00,0,3,0.33,11:03,-,-,-,-,-,,RFA,"$875,833","$867,500"
772. Nikita Grebyonkin,TOR,20,RW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,10.2(c),"$875,000","$875,000"
773. Erik Portillo,LAK,22,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$875,000","$875,000"
774. Isaac Belliveau,PIT,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$875,000","$875,000"
775. David Rittich,LAK,30,G,Left,24,-,-,-,-,-,-,-,-,13,6,3,2.16,.921,,UFA,"$875,000","$875,000"
776. Logan Mailloux,MTL,20,RD,Right,1,0,1,1,1.00,1,2,0.00,21:14,-,-,-,-,-,,RFA,"$875,000","$867,500"
777. Koehn Ziemmer,LAK,18,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$875,000",$0
778. Alex Laferriere,LAK,21,RW,Right,81,12,11,23,0.28,-14,147,0.08,13:13,-,-,-,-,-,,RFA,"$875,000","$875,000"
779. Cade Webber,TOR,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,10.2(c),"$875,000","$875,000"
780. Martin Jones,TOR,33,G,Left,22,-,-,-,-,-,-,-,-,11,8,2,2.87,.902,,UFA,"$875,000","$875,000"
781. Oliver Wahlstrom,NYI,23,RW,Right,32,2,4,6,0.19,-6,41,0.05,11:04,-,-,-,-,-,,RFA,"$874,125","$874,125"
782. Raphael Lavoie,EDM,22,"RW, C",Right,7,0,0,0,0.00,-2,4,0.00,07:17,-,-,-,-,-,,RFA,"$874,125","$874,125"
783. Jake Furlong,SJS,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,833",$0
784. Tyler Brennan,NJD,19,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$870,000","$870,000"
785. Matthew Poitras,BOS,19,C,Right,33,5,10,15,0.45,4,40,0.13,13:23,-,-,-,-,-,,RFA,"$870,000","$870,000"
786. Elias Pettersson,VAN,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000",$0
787. Uvis Balinskis,FLA,26,LD,Left,26,1,2,3,0.12,0,22,0.05,14:06,-,-,-,-,-,,UFA,"$870,000","$870,000"
788. Tucker Robertson,SEA,20,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000","$870,000"
789. Isaiah George,NYI,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000",$0
790. Kyle McDonald,DAL,21,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000","$870,000"
791. Bryce McConnell-Barker,NYR,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000",$0
792. Karl Henriksson,NYR,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000","$925,000"
793. Hardy Häman Aktell,WSH,24,LD,Left,6,0,1,1,0.17,-2,5,0.00,10:37,-,-,-,-,-,,RFA,"$870,000","$870,000"
794. Pierrick Dubé,WSH,22,RW,Right,3,0,0,0,0.00,1,3,0.00,09:19,-,-,-,-,-,,RFA,"$870,000","$870,000"
795. Emil Pieniniemi,PIT,18,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000",$0
796. Sawyer Mynio,VAN,18,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000",$0
797. Tristen Nielsen,VAN,23,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000","$870,000"
798. Kalan Lind,NSH,18,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000",$0
799. Christoffer Sedoff,VGK,21,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000","$870,000"
800. Logan Morrison,SEA,20,C,Right,4,0,0,0,0.00,-1,6,0.00,13:08,-,-,-,-,-,,RFA,"$870,000","$870,000"
801. Logan Morrison,SEA,20,C,Right,4,0,0,0,0.00,-1,6,0.00,13:08,-,-,-,-,-,,RFA,"$870,000","$870,000"
802. Josh Filmon,NJD,19,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000",$0
803. Yan Kuznetsov,CGY,21,LD,Left,1,0,0,0,0.00,-1,2,0.00,11:58,-,-,-,-,-,,RFA,"$870,000","$825,000"
804. Jason Polin,COL,24,RW,Right,7,1,0,1,0.14,1,6,0.17,07:25,-,-,-,-,-,,RFA,"$870,000","$870,000"
805. Jiri Smejkal,OTT,26,LW,Left,20,1,1,2,0.10,-6,10,0.10,09:28,-,-,-,-,-,,UFA,"$870,000","$870,000"
806. Ondrej Pavel,COL,22,"C, LW, RW",Left,2,0,0,0,0.00,-1,3,0.00,06:06,-,-,-,-,-,,RFA,"$870,000","$870,000"
807. Luke Toporowski,MIN,22,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000","$870,000"
808. Alexandre Doucet,DET,21,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000","$870,000"
809. Matthew Maggio,NYI,20,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000","$870,000"
810. Michael Buchinger,STL,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000",$0
811. Waltteri Merelä,TBL,24,RW,Right,19,1,0,1,0.05,2,17,0.06,09:48,-,-,-,-,-,,RFA,"$870,000","$870,000"
812. Max Sasson,VAN,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000","$870,000"
813. Aidan Fulp,NYI,23,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000","$870,000"
814. Emil Martinsen Lilleberg,TBL,22,LD,Left,37,0,5,5,0.14,-15,31,0.00,16:12,-,-,-,-,-,,RFA,"$870,000","$870,000"
815. Viktor Neuchev,BUF,19,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$870,000","$870,000"
816. Maxwell Crozier,TBL,23,RD,Right,13,0,2,2,0.15,-2,13,0.00,12:56,-,-,-,-,-,,RFA,"$867,500","$867,500"
817. Magnus Chrona,SJS,22,G,Left,9,-,-,-,-,-,-,-,-,1,6,0,4.71,.859,,RFA,"$867,500","$867,500"
818. Tristan Lennox,NYI,20,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$867,500","$867,500"
819. Eetu Liukas,NYI,20,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
820. Mitchell Gibson,WSH,24,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$867,500","$867,500"
821. Caedan Bankier,MIN,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
822. Leo Lööf,STL,21,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
823. Ville Ottavainen,SEA,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
824. Trevor Kuntar,BOS,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
825. Brett Berard,NYR,20,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
826. Maxim Groshev,TBL,21,"RW, LW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
827. Daniel Torgersson,WPG,21,"LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
828. Jayden Struble,MTL,21,LD,Left,56,3,7,10,0.18,-3,47,0.06,16:06,-,-,-,-,-,,RFA,"$867,500","$867,500"
829. Nikita Novikov,BUF,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
830. Parker Ford,WPG,22,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
831. Ty Nelson,SEA,19,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500",$0
832. Antti Tuomisto,DET,22,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
833. Ethan Cardwell,SJS,20,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
834. Jayden Grubbe,EDM,20,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
835. Daniil Misyul,NJD,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$867,500","$867,500"
836. Kyle Masters,MIN,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$865,000","$865,000"
837. Oskar Pettersson,OTT,19,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$865,000",$0
838. Vsevolod Komarov,BUF,19,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$865,000",$0
839. Evan Nause,FLA,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$864,167","$867,500"
840. Nolan Foote,NJD,22,LW,Left,4,1,0,1,0.25,-1,6,0.17,10:06,-,-,-,-,-,,RFA,"$863,333","$832,500"
841. Connor McMichael,WSH,22,"LW, C",Left,80,18,15,33,0.41,-20,135,0.13,15:59,-,-,-,-,-,,RFA,"$863,333","$832,500"
842. Zachary Bolduc,STL,20,LW,Left,25,5,4,9,0.36,0,38,0.13,12:00,-,-,-,-,-,,RFA,"$863,333","$925,000"
843. Moritz Seider,DET,22,RD,Right,82,9,33,42,0.51,-7,135,0.07,22:21,-,-,-,-,-,,RFA,"$863,333","$832,500"
844. Ryan Suzuki,CAR,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$863,333","$832,500"
845. Philip Tomasino,NSH,21,"LW, RW",Right,41,7,13,20,0.49,-6,62,0.11,12:34,-,-,-,-,-,,RFA,"$863,333","$832,500"
846. Tyson Foerster,PHI,21,RW,Right,77,20,13,33,0.43,0,167,0.12,17:16,-,-,-,-,-,,RFA,"$863,333","$832,500"
847. Jack Quinn,BUF,21,"RW, LW",Right,27,9,10,19,0.70,-1,56,0.16,15:38,-,-,-,-,-,,RFA,"$863,333","$832,500"
848. Oskar Olausson,COL,20,RW,Left,1,0,0,0,0.00,0,2,0.00,11:50,-,-,-,-,-,,RFA,"$863,333","$925,000"
849. Carson Lambos,MIN,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$863,333","$925,000"
850. Simon Holmström,NYI,22,RW,Left,75,15,10,25,0.33,2,72,0.21,13:19,-,-,-,-,-,,RFA,"$863,333","$832,500"
851. William Eklund,SJS,20,LW,Left,80,16,29,45,0.56,-45,128,0.13,18:39,-,-,-,-,-,,RFA,"$863,333","$925,000"
852. Simon Holmström,NYI,22,RW,Left,75,15,10,25,0.33,2,72,0.21,13:19,-,-,-,-,-,,RFA,"$863,333","$832,500"
853. Brandt Clarke,LAK,20,RD,Right,16,2,4,6,0.38,-6,31,0.06,13:39,-,-,-,-,-,,RFA,"$863,333","$925,000"
854. Sebastian Cossa,DET,20,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$863,333","$925,000"
855. Ville Heinola,WPG,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$863,333","$832,500"
856. Peyton Krebs,BUF,22,"C, LW",Left,80,4,13,17,0.21,2,74,0.05,12:30,-,-,-,-,-,,RFA,"$863,333","$832,500"
857. Kaiden Guhle,MTL,21,LD/RD,Left,70,6,16,22,0.31,-8,95,0.06,20:51,-,-,-,-,-,,RFA,"$863,333","$832,500"
858. Ridly Greig,OTT,20,"C, LW",Left,72,13,13,26,0.36,10,97,0.13,14:44,-,-,-,-,-,,RFA,"$863,333","$832,500"
859. Brennan Othmann,NYR,20,LW,Left,3,0,0,0,0.00,0,6,0.00,09:05,-,-,-,-,-,,RFA,"$863,333","$925,000"
860. Lassi Thomson,OTT,22,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$863,333","$832,500"
861. Samuel Poulin,PIT,22,"C, LW",Left,3,0,0,0,0.00,-1,2,0.00,07:47,-,-,-,-,-,,RFA,"$863,333","$832,500"
862. Brayden Tracey,ANA,22,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$863,333","$832,500"
863. Marco Rossi,MIN,21,C,Left,82,21,19,40,0.49,-4,167,0.13,16:43,-,-,-,-,-,,RFA,"$863,333","$832,500"
864. Tyler Boucher,OTT,20,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$863,333","$925,000"
865. Philip Broberg,EDM,22,LD,Left,12,0,2,2,0.17,-3,6,0.00,11:37,-,-,-,-,-,,RFA,"$863,333","$832,500"
866. Thomas Harley,DAL,21,LD,Left,79,15,32,47,0.59,28,144,0.10,21:01,-,-,-,-,-,,RFA,"$863,333","$832,500"
867. Hendrix Lapierre,WSH,21,C,Left,51,8,14,22,0.43,-1,51,0.16,11:26,-,-,-,-,-,,RFA,"$863,333","$832,500"
868. Connor Zary,CGY,21,"LW, C",Left,63,14,20,34,0.54,12,90,0.16,15:16,-,-,-,-,-,,RFA,"$863,333","$832,500"
869. Victor Söderström,UTA,22,RD,Right,3,0,0,0,0.00,-1,1,0.00,15:11,-,-,-,-,-,,RFA,"$863,333","$832,500"
870. Jakob Pelletier,CGY,22,LW,Left,13,1,2,3,0.23,1,9,0.11,09:16,-,-,-,-,-,,RFA,"$863,333","$832,500"
871. Jacob Perreault,MTL,21,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$863,333","$832,500"
872. Zachary L'Heureux,NSH,20,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$863,333","$925,000"
873. Chase Stillman,NJD,20,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$863,333","$925,000"
874. Chase Wheatcroft,DAL,21,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$862,500","$870,000"
875. Keean Washkurak,STL,21,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$862,500","$890,000"
876. Noel Gunler,CAR,21,"RW, LW",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$862,500","$862,500"
877. David Spacek,MIN,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$862,500","$862,500"
878. Lucas Edmonds,TBL,22,"RW, LW",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$861,667","$870,000"
879. Michael Milne,MIN,20,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$861,667","$870,000"
880. Nolan Burke,NSH,20,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$861,667","$870,000"
881. Alexis Gendron,PHI,19,RW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$860,000","$860,000"
882. Felix Unger Sörum,CAR,17,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$860,000",$0
883. Jackson Edward,BOS,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$860,000",$0
884. Artem Guryev,SJS,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$860,000","$860,000"
885. Frédéric Brunet,BOS,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$860,000","$860,000"
886. Henry Rybinski,WSH,22,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
887. Isaak Phillips,CHI,21,LD,Left,33,0,6,6,0.18,-26,31,0.00,17:04,-,-,-,-,-,,RFA,"$859,167","$892,500"
888. Lukas Svejkovsky,PIT,21,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
889. Alexander Kisakov,BUF,20,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
890. Jalen Luypen,CHI,21,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
891. Taylor Gauthier,PIT,22,G,Right,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$859,167","$867,500"
892. Zach Uens,FLA,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
893. Ty Glover,VAN,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
894. Henri Nikkanen,WPG,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
895. Bogdan Trineyev,WSH,21,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
896. Mattias Norlinder,MTL,23,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$892,500"
897. Jordan Frasca,PIT,21,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
898. Cross Hanas,DET,21,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
899. Ryder Korczak,NYR,20,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
900. Samuel Ersson,PHI,23,G,Left,51,-,-,-,-,-,-,-,-,23,19,4,2.82,.890,,RFA,"$859,167","$892,500"
901. Tye Kartye,SEA,22,"LW, C",Left,77,11,9,20,0.26,-1,109,0.10,11:50,-,-,-,-,-,,RFA,"$859,167","$867,500"
902. William Dufour,NYI,21,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
903. Maksymilian Szuber,UTA,20,LD,Left,1,0,0,0,0.00,-1,1,0.00,16:59,-,-,-,-,-,,RFA,"$859,167","$857,500"
904. Kim Nousiainen,LAK,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
905. Bennett MacArthur,TBL,22,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
906. Nathan Staios,FLA,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$859,167","$867,500"
907. Fabian Wagner,WPG,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$858,333",$0
908. Domenic DiVincentiis,WPG,19,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$858,333",$0
909. Cameron Butler,CBJ,21,RW,Right,1,0,0,0,0.00,0,0,0.00,00:54,-,-,-,-,-,,RFA,"$858,333","$857,500"
910. Jesper Vikman,VGK,21,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$858,000","$858,000"
911. Félix Robert,TBL,23,"C, LW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$857,500","$870,000"
912. Gavin White,DAL,20,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$857,500","$870,000"
913. Jack St. Ivany,PIT,23,RD,Right,14,0,1,1,0.07,0,11,0.00,13:42,-,-,-,-,-,,RFA,"$857,500","$870,000"
914. Parker Bell,CGY,19,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$857,500","$857,500"
915. Jordan Gustafson,VGK,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$857,500",$0
916. William Trudeau,MTL,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$856,667","$867,500"
917. Roni Hirvonen,TOR,21,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$856,667","$860,000"
918. Topi Niemelä,TOR,21,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$856,667","$860,000"
919. John-Jason Peterka,BUF,21,"LW, RW",Left,82,28,22,50,0.61,10,226,0.12,16:23,-,-,-,-,-,,RFA,"$855,833","$892,500"
920. Ryan O'Rourke,MIN,21,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$855,833","$892,500"
921. Ethan Del Mastro,CHI,20,LD,Left,2,0,0,0,0.00,0,0,0.00,18:34,-,-,-,-,-,,RFA,"$855,833","$867,500"
922. Cole Schwindt,CGY,22,"RW, C",Right,4,0,0,0,0.00,-1,1,0.00,06:47,-,-,-,-,-,,RFA,"$855,833","$832,500"
923. Olof Lindbom,NYR,22,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$855,000","$867,500"
924. Oskari Salminen,WPG,23,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$855,000","$867,500"
925. Ruslan Iskhakov,NYI,22,C,Left,1,0,1,1,1.00,0,2,0.00,14:11,-,-,-,-,-,,RFA,"$855,000","$867,500"
926. Calle Själin,BUF,23,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$855,000","$867,500"
927. Mathieu Cataford,VGK,18,"C, RW",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$855,000",$0
928. Peetro Seppälä,SEA,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$855,000","$867,500"
929. Samuel Walker,MIN,24,"RW, LW",Right,4,0,0,0,0.00,-3,3,0.00,09:21,-,-,-,-,-,,RFA,"$855,000","$867,500"
930. Clay Stevenson,WSH,24,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$855,000","$867,500"
931. Pavol Regenda,ANA,23,"LW, RW",Left,5,0,0,0,0.00,-1,7,0.00,11:33,-,-,-,-,-,,RFA,"$855,000","$867,500"
932. Sam Hentges,MIN,23,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$855,000","$867,500"
933. Simon Johansson,MIN,24,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$855,000","$867,500"
934. Santtu Kinnunen,FLA,24,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$855,000","$867,500"
935. Xavier Simoneau,MTL,22,"LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$855,000","$855,000"
936. Joshua Davies,FLA,19,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$855,000",$0
937. Declan Carlile,TBL,23,LD,Left,1,0,0,0,0.00,1,0,0.00,11:27,-,-,-,-,-,,RFA,"$855,000","$867,500"
938. Zach Dean,STL,20,C,Left,9,0,0,0,0.00,-4,10,0.00,10:33,-,-,-,-,-,,RFA,"$852,500","$892,500"
939. Angus Booth,LAK,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$852,500",$0
940. Jaxsen Wiebe,ANA,21,"RW, C",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$852,500","$855,000"
941. Jakub Demek,VGK,20,"RW, C",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$851,683","$852,000"
942. Noah Chadwick,TOR,18,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$851,667",$0
943. Vyacheslav Peksa,TOR,20,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$851,667","$850,000"
944. Ryan Tverberg,TOR,21,"RW, C",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$851,667","$850,000"
945. Ryan Hofer,WSH,21,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$851,667","$855,000"
946. Artur Akhtiamov,TOR,21,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$851,667","$850,000"
947. Michael Vukojevic,NJD,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$850,833","$867,500"
948. Nico Daws,NJD,22,G,Left,21,-,-,-,-,-,-,-,-,9,11,0,3.15,.894,,RFA,"$850,833","$867,500"
949. Marc Del Gaizo,NSH,23,LD,Left,9,0,3,3,0.33,2,8,0.00,16:27,-,-,-,-,-,,RFA,"$850,833","$867,500"
950. Maxim Cajkovic,PIT,22,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$850,833","$867,500"
951. Santeri Hatakka,NJD,22,LD,Left,12,0,2,2,0.17,5,12,0.00,14:38,-,-,-,-,-,,RFA,"$850,833","$867,500"
952. Colten Ellis,STL,22,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$850,833","$867,500"
953. Oskar Bäck,DAL,23,"C, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$850,833","$867,500"
954. Louis Crevier,CHI,22,RD,Right,24,0,3,3,0.13,-16,18,0.00,15:41,-,-,-,-,-,,RFA,"$850,833","$867,500"
955. Hunter Skinner,STL,22,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$850,833","$867,500"
956. Simon Lundmark,WPG,22,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$850,833","$867,500"
957. Tyler Angle,CBJ,22,C,Left,2,0,0,0,0.00,-1,0,0.00,08:20,-,-,-,-,-,,RFA,"$850,833","$867,500"
958. Brandon Coe,SJS,21,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$850,833","$867,500"
959. Graeme Clarke,NJD,22,"RW, C",Right,3,0,0,0,0.00,-2,2,0.00,11:23,-,-,-,-,-,,RFA,"$850,833","$867,500"
960. Juuso Pärssinen,NSH,22,C,Left,44,8,4,12,0.27,-6,54,0.15,14:35,-,-,-,-,-,,RFA,"$850,833","$867,500"
961. Talyn Boyko,NYR,20,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$850,833","$860,000"
